number_volume,number_issue,number_article,type_1,type_2,page_start,page_end,date_receive,date_accept,date_online,keyword
23,1,54,Article,Articles,S831,S843,,,08 Nov 2020,"['Social innovation', 'crisis', 'Covid-19 pandemic', 'resilience', 'inner areas']"
23,1,55,Article,Articles,S844,S858,31 Jul 2020,20 Oct 2020,17 Nov 2020,"['Diaries', 'Covid-19 pandemic', 'social change', 'daily practices', 'collective memory', 'mental health', 'emotions']"
23,1,56,Article,Articles,S859,S871,23 Jul 2020,31 Oct 2020,17 Nov 2020,"['Multilevel governance', 'civil society', 'Polish-German border region', 'coronavirus crisis']"
23,1,57,Article,Articles,S872,S886,13 Jul 2020,31 Oct 2020,17 Nov 2020,"['Social distancing', 'weak social ties', 'COVID-19', 'Twitter', 'geotagged', 'GIS']"
23,1,58,Article,Articles,S887,S904,29 Jul 2020,14 Nov 2020,04 Dec 2020,"['Coronavirus', 'Europe', 'solidarity', 'social values', 'social change']"
23,1,59,Article,Articles,S905,S922,,,10 Dec 2020,"['Coronavirus pandemic', 'social inequality', 'gender inequality', 'subjective health', 'well-being']"
23,1,60,Article,Articles,S923,S941,,,10 Dec 2020,"['Corona crisis', 'discourse analysis', 'role models', 'pandemic', 'social characters', 'social control']"
23,1,61,Article,Articles,S942,S956,31 Jul 2020,16 Oct 2020,21 Nov 2020,"['Well-being', 'perceived stress', 'vulnerability', 'financial situation', 'Switzerland', 'panel data']"
23,S1,1,editorial,Editorial,S1,S1,,,20 Jan 2021,[]
23,S1,2,introduction,Introduction,S2,S32,02 Dec 2020,22 Dec 2020,27 Jan 2021,"['Coronavirus crisis', 'COVID-19 pandemic', 'inequality', 'solidarity', 'Europe']"
23,S1,3,Article,Articles,S33,S46,26 Jun 2020,03 Jul 2020,01 Aug 2020,"['Welfare state', 'risk perceptions', 'government intervention', 'Novel Coronavirus Pandemic']"
23,S1,4,Article,Articles,S47,S59,29 Jun 2020,28 Jul 2020,11 Aug 2020,"['Crime trends', 'Internet', 'cyber security', 'fraud', 'police statistics', 'routine activities']"
23,S1,5,Article,Articles,S60,S67,22 Jun 2020,04 Aug 2020,18 Aug 2020,"['ESM', 'local communities', 'infrastructures', 'local investments']"
23,S1,6,Article,Articles,S68,S81,01 Jul 2020,07 Aug 2020,27 Aug 2020,"['Corona', 'cognitive labor', 'pandemic', 'gender', 'Germany', 'topic models']"
23,S1,7,Article,Articles,S82,S94,,,28 Aug 2020,"['Mothers', 'academy', 'gender', 'teaching', 'research', 'competitiveness']"
23,S1,8,Article,Articles,S95,S110,25 Jul 2020,22 Aug 2020,22 Sep 2020,"['COVID-19', 'Hungary', 'childcare work', 'care crisis', 'division of household labour', 'gender']"
23,S1,9,Article,Articles,S111,S121,01 Aug 2020,27 Aug 2020,14 Sep 2020,"['Resilience', 'COVID-19', 'political trust', 'political communication']"
23,S1,10,Article,Articles,S122,S140,13 Jul 2020,29 Aug 2020,14 Sep 2020,"['COVID-19', 'volunteering', 'welfare', 'social media', 'solidarity']"
23,S1,11,Article,Articles,S141,S152,30 Jul 2020,29 Aug 2020,14 Sep 2020,"['COVID-19', 'livestream', 'music', 'rave culture', 'social solidarity', 'ritual theory']"
23,S1,12,Article,Articles,S153,S171,,,27 Sep 2020,"['Coronavirus crisis', 'European Values Study', 'Kendall’s tau-b', 'panel data', 'public opinion', 'values stability']"
23,S1,13,Article,Articles,S172,S183,,,22 Sep 2020,"['Social movements', 'civil society', 'migration', 'intersectionality', 'Germany', 'COVID-19']"
23,S1,14,Article,Articles,S184,S198,,,22 Sep 2020,"['Coronavirus', 'SARS-CoV-2', 'physical inactivity', 'exercise', 'sedentariness', 'social distancing']"
23,S1,15,Article,Articles,S199,S214,31 Jul 2020,07 Sep 2020,30 Sep 2020,"['Fertility', 'COVID pandemic', 'gender arrangements', 'social values']"
23,S1,16,Article,Articles,S215,S227,31 Jul 2020,08 Sep 2020,13 Oct 2020,"['COVID-19', 'social policy', 'employment', 'gender']"
23,S1,17,Article,Articles,S228,S245,31 Jul 2020,09 Sep 2020,22 Sep 2020,"['Gender inequality', 'gender-role attitudes', 'unemployment', 'COVID-19']"
23,S1,18,Article,Articles,S246,S261,21 Jul 2020,10 Sep 2020,29 Sep 2020,"['COVID-19', 'conspiracy theories', 'open mindedness', 'social belonging', 'collective narcissism', 'Eastern Europe']"
23,S1,19,Article,Articles,S262,S274,25 Jun 2020,11 Sep 2020,22 Sep 2020,"['Biopolitics', 'Covid-19', 'discourse analysis', 'liberalism']"
23,S1,20,Article,Articles,S275,S288,31 Jul 2020,11 Sep 2020,29 Sep 2020,"['Health behavior', 'health inequality', 'education', 'working conditions', 'coronavirus']"
23,S1,21,Article,Articles,S289,S306,31 Jul 2020,15 Sep 2020,06 Oct 2020,"['Risk perception', 'health worries', 'financial worries', 'COVID-19 pandemic', 'ethnic minorities', 'social inequalities']"
23,S1,22,Article,Articles,S307,S320,31 Jul 2020,13 Sep 2020,06 Oct 2020,"['COVID-19', 'minorities', 'race', 'racism', 'crisis', 'Gramsci']"
23,S1,23,Article,Articles,S321,S331,24 Jul 2020,16 Sep 2020,06 Oct 2020,"['COVID-19', 'platform work', 'gig economy', 'Glovo', 'Poland']"
23,S1,24,Article,Articles,S332,S347,24 Jul 2020,16 Sep 2020,06 Oct 2020,"['Coronavirus', 'COVID-19', 'Sweden', 'implicit norms', 'social norms', 'media reporting']"
23,S1,25,Article,Articles,S348,S369,31 Jul 2020,17 Sep 2020,23 Oct 2020,"['Social origin', 'home-schooling', 'COVID-19', 'BerO']"
23,S1,26,Article,Articles,S370,S383,31 Jul 2020,17 Sep 2020,08 Oct 2020,"['distress', 'COVID-19 lockdown', 'foreign-born', 'UK-born', 'working men', 'mental well-being']"
23,S1,27,Article,Articles,S384,S399,31 Jul 2020,20 Sep 2020,06 Oct 2020,"['Ethnic discrimination', 'Covid-19', 'housing market', 'field experiments', 'real estate']"
23,S1,28,Article,Articles,S400,S416,,,13 Oct 2020,"['COVID-19 pandemic', 'housework', 'childcare', 'gender', 'contribution to income']"
23,S1,29,Article,Articles,S417,S447,29 Jul 2020,21 Sep 2020,08 Oct 2020,"['Covid-19', 'anxiety', 'behavioral response', 'economic preferences', 'development']"
23,S1,30,Article,Articles,S448,S463,29 Jul 2020,22 Sep 2020,08 Oct 2020,"['Refugees', 'labour market integration', 'social vulnerability', 'Covid-19 crisis']"
23,S1,31,Article,Articles,S464,S477,31 Jul 2020,22 Sep 2020,22 Oct 2020,"['Social distancing', 'Italy', 'frame', 'social isolation', 'home confinement']"
23,S1,32,Article,Articles,S478,S494,31 Jul 2020,22 Sep 2020,22 Oct 2020,"['Prostitution', 'sex work', 'lockdown', 'Covid-19', 'Netherlands', 'Belgium']"
23,S1,33,Article,Articles,S495,S512,31 Jul 2020,22 Sep 2020,13 Oct 2020,"['Covid-19', 'social class', 'work and employment', 'inequality', 'economic risks', 'health risks']"
23,S1,34,Article,Articles,S513,S529,31 Jul 2020,25 Sep 2020,13 Oct 2020,"['Health care organizations', 'vocational education', 'covid-19', 'resilience', 'work team characteristics']"
23,S1,35,Article,Articles,S530,S544,31 Jul 2020,27 Sep 2020,13 Oct 2020,"['Distance learning', 'social practices', 'migrant children', 'values']"
23,S1,36,Article,Articles,S545,S563,26 Jul 2020,29 Sep 2020,13 Oct 2020,"['COVID-19', 'pandemic', 'policy responses', 'childcare', 'school', 'lockdown']"
23,S1,37,Article,Articles,S564,S575,,,18 Oct 2020,"['Family', 'lockdown', 'household', 'solidarity', 'inequalities', 'Covid-19 crisis']"
23,S1,38,Article,Articles,S576,S588,,,26 Oct 2020,"['Childcare', 'gender division of family work', 'school closure', 'corona lockdown', 'NEPS-C']"
23,S1,39,Article,Articles,S589,S600,24 Jul 2020,02 Oct 2020,15 Oct 2020,"['Borders', 'European integration', 'Covid-19', 'narratives', 'border region residents']"
23,S1,40,Article,Articles,S601,S617,30 Jul 2020,01 Oct 2020,15 Oct 2020,"['Work satisfaction', 'family satisfaction', 'lockdown', 'remote work', 'short-time work']"
23,S1,41,Article,Articles,S618,S636,31 Jul 2020,02 Oct 2020,22 Oct 2020,"['Social cohesion', 'Covid-19', 'ethnic minorities', 'neighbourhood', 'deprived communities']"
23,S1,42,Article,Articles,S637,S657,,,27 Oct 2020,"['Sociology of religion', 'religious field', 'ritual theory', 'authority']"
23,S1,43,Article,Articles,S658,S673,24 Jul 2020,02 Oct 2020,22 Oct 2020,"['COVID-19', 'gender', 'family', 'employment', 'division of labour', 'satisfaction']"
23,S1,44,Article,Articles,S674,S688,08 Jul 2020,03 Oct 2020,15 Oct 2020,"['Marriage', 'family', 'cohabitation', 'COVID-19', 'uncertainty', 'coronavirus']"
23,S1,45,Article,Articles,S689,S703,31 Jul 2020,05 Oct 2020,22 Oct 2020,"['Trust', 'network analysis', 'coronavirus crisis']"
23,S1,46,Article,Articles,S704,S720,,,29 Oct 2020,"['religiosity', 'insecurity theory', 'COVID-19', 'Italy']"
23,S1,47,Article,Articles,S721,S742,,,29 Oct 2020,"['Racism', 'Covid-19 pandemic', 'Chinese migration', 'France', 'descendants', 'resistance']"
23,S1,48,Article,Articles,S743,S758,31 Jul 2020,06 Oct 2020,30 Oct 2020,"['Relationship quality', 'family stress theory', 'Corona', 'pairfam']"
23,S1,49,Article,Articles,S759,S776,31 Jul 2020,05 Oct 2020,09 Nov 2020,"['Residential mobility', 'lockdown', 'COVID-19']"
23,S1,50,Article,Articles,S777,S790,31 Jul 2020,06 Oct 2020,27 Oct 2020,"['COVID-19', 'pandemic', 'lockdown', 'everyday life', 'positive aspects', 'social change']"
23,S1,51,Article,Articles,S791,S804,31 Jul 2020,09 Oct 2020,04 Nov 2020,"['Covid-19', 'financial solidarity', 'European Union', 'Austria']"
23,S1,52,Article,Articles,S805,S816,25 Jul 2020,16 Oct 2020,05 Nov 2020,"['Coronavirus', 'neoliberalism', 'legitimation crisis', 'climate crisis']"
23,S1,53,Article,Articles,S817,S830,,,08 Nov 2020,"['Precarity', 'COVID-19', 'higher education', 'early career academics', 'United Kingdom']"
23,S1,54,Article,Articles,S831,S843,,,08 Nov 2020,"['Social innovation', 'crisis', 'Covid-19 pandemic', 'resilience', 'inner areas']"
23,S1,55,Article,Articles,S844,S858,31 Jul 2020,20 Oct 2020,17 Nov 2020,"['Diaries', 'Covid-19 pandemic', 'social change', 'daily practices', 'collective memory', 'mental health', 'emotions']"
23,S1,56,Article,Articles,S859,S871,23 Jul 2020,31 Oct 2020,17 Nov 2020,"['Multilevel governance', 'civil society', 'Polish-German border region', 'coronavirus crisis']"
23,S1,57,Article,Articles,S872,S886,13 Jul 2020,31 Oct 2020,17 Nov 2020,"['Social distancing', 'weak social ties', 'COVID-19', 'Twitter', 'geotagged', 'GIS']"
23,S1,58,Article,Articles,S887,S904,29 Jul 2020,14 Nov 2020,04 Dec 2020,"['Coronavirus', 'Europe', 'solidarity', 'social values', 'social change']"
23,S1,59,Article,Articles,S905,S922,,,10 Dec 2020,"['Coronavirus pandemic', 'social inequality', 'gender inequality', 'subjective health', 'well-being']"
23,S1,60,Article,Articles,S923,S941,,,10 Dec 2020,"['Corona crisis', 'discourse analysis', 'role models', 'pandemic', 'social characters', 'social control']"
23,S1,61,Article,Articles,S942,S956,31 Jul 2020,16 Oct 2020,21 Nov 2020,"['Well-being', 'perceived stress', 'vulnerability', 'financial situation', 'Switzerland', 'panel data']"
23,2,1,editorial,Editorial,193,194,,,19 May 2021,[]
23,2,2,Article,Articles,195,231,17 Jan 2019,03 May 2020,21 May 2020,"['Economic crisis', 'social capital', 'social networks', 'social trust', 'political trust', 'political activism']"
23,2,3,Article,Articles,232,254,11 Jan 2019,27 Aug 2020,13 Oct 2020,"['Extremism', 'populism', 'far right', 'Twitter', 'frame analysis']"
23,2,4,Article,Articles,255,284,09 Jul 2019,30 Sep 2020,04 Nov 2020,"['Subjective well-being', 'relative income', 'migrants', 'subjective measures']"
23,2,5,Article,Articles,285,307,,,19 Mar 2021,[]
23,2,6,book review,Book Review,308,310,,,30 Mar 2021,[]
