number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
4,3,3,Article,307,329,,,02 Dec 2010,"['Working Time', 'Households', 'Preferences', 'Europe']",Working Time Preferences in Dual-Earning Households,2,"[(' Mia Väisänen ', '', 'https://www.tandfonline.com/author/V%C3%A4is%C3%A4nen%2C+Mia'), (' Jouko Nätti ', '', 'https://www.tandfonline.com/author/N%C3%A4tti%2C+Jouko')]",111,8,3
4,4,1,Article,331,357,,,02 Dec 2010,"['Gender', 'Welfare Regime', 'Welfare Restructuring', 'Work Welfare', 'Relationship', 'Individualization', 'Adult Worker Model Family']",Gender and welfare state change,1,"[(' Jane Lewis ', '', 'https://www.tandfonline.com/author/Lewis%2C+Jane')]","4,221",170,0
4,4,2,Article,359,380,,,02 Dec 2010,"['Social Assistance', 'Workfare', 'Welfare', 'Speenhamland Effect', 'European Employment Policies']",European perspectives on welfare reform: A tale of two vicious circles?,1,"[(' Anne Gray ', '', 'https://www.tandfonline.com/author/Gray%2C+Anne')]",72,3,0
4,4,3,Article,381,392,,,02 Dec 2010,"['Women', 'Pensions', 'United Kingdom', 'Privatization', 'Perception', 'Provision']",Women and pensions in Northern Ireland: Observations from recent research,2,"[(' Eileen Evason ', '', 'https://www.tandfonline.com/author/Evason%2C+Eileen'), (' Lynda Spence ', '', 'https://www.tandfonline.com/author/Spence%2C+Lynda')]",23,0,0
4,4,4,Article,393,418,,,02 Dec 2010,"['Labour Force And Employment', 'Size And Structure', 'Retirement', 'Retirement Policies', 'Unemployment Insurance']",Early exit from the labour force between exclusion and privilege: Unemployment as a transition from employment to retirement in West Germany,2,"[(' Matthias Knuth ', '', 'https://www.tandfonline.com/author/Knuth%2C+Matthias'), (' Thorsten Kalina ', '', 'https://www.tandfonline.com/author/Kalina%2C+Thorsten')]",112,24,0
4,4,5,book review,419,424,,,02 Dec 2010,[],Book Reviews,0,[],13,0,0
5,1,1,Article,1,32,,,09 Dec 2010,[],"UNEMPLOYMENT, POVERTY AND SOCIAL ISOLATION: Is there a vicious circle of social exclusion?",3,"[(' Duncan Gallie ', ' University of Oxford and Nuffield College , Oxford', 'https://www.tandfonline.com/author/Gallie%2C+Duncan'), (' Serge Paugam ', ' Ecole des Hautes Etudes en Sciences Sociales , Paris ', 'https://www.tandfonline.com/author/Paugam%2C+Serge'), (' Sheila Jacobs ', ' Nuffield College , Oxford', 'https://www.tandfonline.com/author/Jacobs%2C+Sheila')]","4,144",138,10
5,1,2,Article,33,68,,,09 Dec 2010,[],THE TOTAL IMPACT OF THE FAMILY ON EDUCATIONAL ATTAINMENT,0,[],190,18,0
5,1,3,Article,69,90,,,04 Feb 2011,"['Nordic countries', 'welfare state', 're-commodification', 'cost containment', 'recalibration', 'rationalization']",Persistence and change - Nordic social policy in the 1980s and 1990s,1,"[(' Anders Nordlund ', ' LuleÅ University of Technology , Hedenbrovägen, Sweden ', 'https://www.tandfonline.com/author/Nordlund%2C+Anders')]",76,10,0
5,2,1,Article,93,137,,,02 Dec 2010,"['Social Trust', 'Social Capital', 'Cleavages', 'Personality', 'Cross-national Comparison', 'Euromodule Survey']",Who trusts?: The origins of social trust in seven societies,2,"[(' Jan Delhey ', ' Department of Social Structure and Social Reporting , Social Science Research Centre , Berlin, WZB, Germany ', 'https://www.tandfonline.com/author/Delhey%2C+Jan'), (' Kenneth Newton ', ' Department of Political Science , University of Southampton , UK ', 'https://www.tandfonline.com/author/Newton%2C+Kenneth')]","3,491",278,6
5,2,2,Article,139,165,,,02 Dec 2010,"['Icvs', 'Cross-country Analysis', 'Corruption', 'Victimization', 'Economic Development', 'British Legal Culture', 'Federalism']",Street-level corruption in industrialized and developing countries,3,"[(' Paul Nieuwbeerta ', ' Netherlands Institute for the Study of Crime and Law Enforcement ', 'https://www.tandfonline.com/author/Nieuwbeerta%2C+Paul'), (' Gerrit De Geest ', ' Utrecht School of Economics , Utrecht University ', 'https://www.tandfonline.com/author/de+Geest%2C+Gerrit'), (' Jacques Siegers ', '', 'https://www.tandfonline.com/author/Siegers%2C+Jacques')]",153,9,0
5,2,3,Article,167,191,,,02 Dec 2010,"['Poverty', 'Poverty Dynamics', 'Echp', 'Welfare Regimes']",Moving in and out of poverty,2,"[(' Richard Layte ', ' Economic and Social Research Institute , Dublin', 'https://www.tandfonline.com/author/Layte%2C+Richard'), (' Christopher Whelan ', '', 'https://www.tandfonline.com/author/Whelan%2C+Christopher')]",508,25,6
5,2,4,Article,193,225,,,02 Dec 2010,"['Educational Systems', 'Intra-generational Mobility', 'Social Inequality']",Educational systems and perceived social inequality,1,"[(' Martin Groß ', ' Humboldt-University , Berlin', 'https://www.tandfonline.com/author/Gro%C3%9F%2C+Martin')]",234,4,3
5,2,5,book review,227,231,,,02 Dec 2010,[],Book reviews,0,[],18,0,0
5,3,1,Article,235,252,,,22 Jul 2010,"['European identity', 'European Commission', 'identity construction', 'temporality', 'Founding Fathers', 'enlargement']",The return of the kings <br/> Temporality in the construction of EU identity,2,"[(' Bo Petersson ', '', 'https://www.tandfonline.com/author/Petersson%2C+Bo'), (' Anders Hellström ', '', 'https://www.tandfonline.com/author/Hellstr%C3%B6m%2C+Anders')]",206,9,0
5,3,2,Article,253,282,,,22 Jul 2010,"['European security', 'European defence policy', 'public opinion', 'political identity', 'armed forces', 'officer corps']",Dying for the union? <br/> Military officers and the creation of a European defence force,1,"[(' Frédéric Mérand ', '', 'https://www.tandfonline.com/author/M%C3%A9rand%2C+Fr%C3%A9d%C3%A9ric')]",189,5,0
5,3,3,Article,283,302,,,22 Jul 2010,"['churches', 'East Germany', 'political change', 'process of institutionalization', 'rhetoric']",The ‘politics of institutionalization’ <br/> The inner discourse of German churches after radical political change,1,"[(' Barbara Thériault ', '', 'https://www.tandfonline.com/author/Th%C3%A9riault%2C+Barbara')]",35,0,0
5,3,4,Article,303,325,,,22 Jul 2010,"['reasons for divorce', 'causes of divorce', 'Muslims', 'Arabs', 'citizens of Israel', 'society in transition']",Reasons for divorce among muslim arabs in israel <br/> An exploratory study,2,"[(' Orna Cohen ', '', 'https://www.tandfonline.com/author/Cohen%2C+Orna'), (' Rivka Savaya ', '', 'https://www.tandfonline.com/author/Savaya%2C+Rivka')]",175,7,0
5,3,5,Article,327,345,,,04 Jun 2010,[],Book reviews,0,[],28,0,0
5,4,1,Article,349,351,,,04 Jun 2010,[],Editorial: Care through cash and public service,2,"[(' Rudolf Richter ', '', 'https://www.tandfonline.com/author/Richter%2C+Rudolf'), (' John Eriksen ', '', 'https://www.tandfonline.com/author/Eriksen%2C+John')]",63,4,0
5,4,2,Article,353,375,,,04 Jun 2010,"['family policy', 'child care', 'elderly care', 'gender', 'welfare state typology']",Varieties of familialism: The caring function of the family in comparative perspective,1,"[(' Sigrid Leitner ', '', 'https://www.tandfonline.com/author/Leitner%2C+Sigrid')]","3,750",383,0
5,4,3,Article,377,396,,,04 Jun 2010,"['care', 'care work', 'migrant workers', 'direct payments', 'cash for care']",Commodified care work in European Labour Markets,1,"[(' Clare Ungerson ', '', 'https://www.tandfonline.com/author/Ungerson%2C+Clare')]",464,67,0
5,4,4,Article,397,417,,,04 Jun 2010,"['care', 'care payments', 'solidarity', 'informal care', 'care insurance', 'social policy']",Paying for informal care: a contradictio in terminis?,1,"[(' Thérèse Jacobs ', '', 'https://www.tandfonline.com/author/Jacobs%2C+Th%C3%A9r%C3%A8se')]",84,4,0
5,4,5,Article,419,443,,,04 Jun 2010,"['family policy', 'policy complexity', 'cash-for-care', 'mothers’ employment', 'Norway']",The complexity of family policy reform: The case of Norway,1,"[(' Anne Lise Ellingsæter ', '', 'https://www.tandfonline.com/author/Ellings%C3%A6ter%2C+Anne+Lise')]",512,41,3
5,4,6,Article,445,463,,,04 Jun 2010,"['care wage', 'disabled children', 'welfare state', 'family policy', 'Norway']",Public payment for informal care of disabled children: Some dilemmas of the Norwegian welfare state,1,"[(' John Eriksen ', '', 'https://www.tandfonline.com/author/Eriksen%2C+John')]",71,4,0
6,1,1,Article,1,3,,,04 Jun 2010,[],Editorial<br/> <i>European Societies</i>: a message from the Editor,1,"[(' Claire Wallace ', '', 'https://www.tandfonline.com/author/Wallace%2C+Claire')]",10,0,0
6,1,2,Article,5,27,,,04 Jun 2010,"['subjective well-being', 'life satisfaction', 'welfare measurement', 'Europe']",Do subjective indicators measure welfare?<br/> Evidence from 33 European societies,2,"[(' Tony Fahey ', ' The Economic and Social Research Institute, 4 Burlington Road, Dublin 4, Ireland', 'https://www.tandfonline.com/author/Fahey%2C+Tony'), (' Emer Smyth ', ' The Economic and Social Research Institute, 4 Burlington Road, Dublin 4, Ireland', 'https://www.tandfonline.com/author/Smyth%2C+Emer')]",582,80,6
6,1,3,Article,29,48,,,04 Jun 2010,"['welfare state', 'values', 'liberalism', 'social attitudes', 'inequality', 'Europe']","Open markets and welfare values <br/> Welfare values, inequality and social change in the silver age of the welfare state",1,"[(' Peter Taylor-Gooby ', ' School of Social Policy, Sociology and Social Research, University of Kent, Canterbury CT2 7NY, UK', 'https://www.tandfonline.com/author/Taylor-Gooby%2C+Peter')]",581,23,0
6,1,4,Article,49,70,,,04 Jun 2010,"['job stability', 'labour turnover', 'unemployment', 'service economy', 'event history data', 'Germany']",In search of turbulence <br/> Labour market mobility and job stability in Germany,2,"[(' Marcel Erlinghagen ', ' Institut Arbeit und Technik, Munscheidstraße 14, D-45886 Gelsenkirchen, Germany', 'https://www.tandfonline.com/author/Erlinghagen%2C+Marcel'), (' Matthias Knuth ', ' Institut Arbeit und Technik, Munscheidstraße 14, D-45886 Gelsenkirchen, Germany', 'https://www.tandfonline.com/author/Knuth%2C+Matthias')]",132,18,0
6,1,5,Article,71,96,,,04 Jun 2010,"['Western European integration', 'European Union', 'economic convergence', 'cohesion policies', 'comparative analysis']","Political and economic logic of western european integration <br/> A study of convergence comparing member and non-member states, 1980–98",3,"[(' Volker Bornschier ', ' Sociological Institute, University of Zurich, Zurich, Switzerland', 'https://www.tandfonline.com/author/Bornschier%2C+Volker'), (' Mark Herkenrath ', ' Sociological Institute, University of Zurich, Zurich, Switzerland', 'https://www.tandfonline.com/author/Herkenrath%2C+Mark'), (' Patrick Ziltener ', ' Sociological Institute, University of Zurich, Zurich, Switzerland', 'https://www.tandfonline.com/author/Ziltener%2C+Patrick')]",100,15,0
6,1,6,Article,97,117,,,04 Jun 2010,"['public and private spheres', 'post-Soviet societies', 'Russia', 'political culture', 'Soviet public', 'qualitative methods in sociology']",The ‘public–private’ sphere in Soviet and post-Soviet society <br/> Perception and dynamics of ‘public’ and ‘private’ in contemporary Russia,2,"[(' Ingrid Oswald ', ' Gothaer Str. 5a, D-10823 Berlin, Germany', 'https://www.tandfonline.com/author/Oswald%2C+Ingrid'), (' Viktor Voronkov ', ' Centre for Independent Social Research (CISR), P.O. Box 193, 191040 St. Petersburg, Russia', 'https://www.tandfonline.com/author/Voronkov%2C+Viktor')]",363,11,0
6,2,1,Article,119,121,,,04 Jun 2010,[],Editorial,1,"[(' Claire Wallace ', '', 'https://www.tandfonline.com/author/Wallace%2C+Claire')]",6,0,0
6,2,2,Article,123,147,,,04 Jun 2010,"['Central Europe', 'Eastern Europe', 'history of sociology', 'deCommunization', 'institutionalization', 'theory and methods', 'teaching']",Sociology in Central and Eastern Europe in the 1990s: A Decade of Reconstruction,2,"[(' Mike Keen ', ' Department of Sociology and Anthropology, Indiana University South Bend, 1700 Mishawaka Avenue, South Bend, IN 46634, USA', 'https://www.tandfonline.com/author/Keen%2C+Mike'), (' Janusz Mucha ', ' Institute of Sociology, Nicolaus Copernicus University, ul. Fosa Staromiejska 1A, 87-100 Torun, Poland', 'https://www.tandfonline.com/author/Mucha%2C+Janusz')]",81,4,3
6,2,3,Article,149,157,,,04 Jun 2010,[],On the origin and variety of problems in current Central and East-European sociology (a reflection on the article of Keen and Mucha),1,"[(' György Lengyel ', ' Budapest University of Economic Sciences and Public Administration, Fövám tér 8, H-1093 Budapest, Hungary', 'https://www.tandfonline.com/author/Lengyel%2C+Gy%C3%B6rgy')]",26,1,0
6,2,4,Article,159,166,,,04 Jun 2010,[],No time for complacency: sociology after socialism,1,"[(' Mirjana Ule ', ' Faculty of Social Sciences, University of Ljubljana, Kardeljeva Ploscad 5, 1000 Ljubljana, Slovenia', 'https://www.tandfonline.com/author/Ule%2C+Mirjana')]",42,2,0
6,2,5,Article,167,168,,,04 Jun 2010,[],Sociologists as citizens,1,"[(' Ladislav Macháček ', ' Institute of Sociology, Slovak Academy of Sciences, Bratislava, Slovakia', 'https://www.tandfonline.com/author/Mach%C3%A1%C4%8Dek%2C+Ladislav')]",17,0,0
6,2,6,Article,169,180,,,04 Jun 2010,[],Feminist sociology in the Czech Republic after 1989 <br/> A brief report,1,"[(' Jiřina Šmejkalová ', ' Faculty of Media and Humanities, University of Lincoln, Lincoln, UK', 'https://www.tandfonline.com/author/%C5%A0mejkalov%C3%A1%2C+Ji%C5%99ina')]",40,3,0
6,2,7,Article,181,203,,,04 Jun 2010,"['time distance', None, 'disparities', 'development gap', 'cohesion countries', 'candidate countries']",Comparing in two dimensions: a broader concept and a novel statistical measure of the time dimension of disparities,1,"[(' Pavle Sicherl ', ' SICENTER and University of Ljubljana, Slovenia', 'https://www.tandfonline.com/author/Sicherl%2C+Pavle')]",14,3,0
6,2,8,Article,205,236,,,04 Jun 2010,"['Catholic schools', 'Protestant schools', 'religious schools', 'parental choice', 'school-effectiveness', 'scholastic achievement']",Has educational sector any impact on school effectiveness in Hungary? <br/> A comparison of the public and the newly established religious grammar schools,2,"[(' Jaap Dronkers ', ' European University Institute, San Domenico di Fiesole (FI), Italy', 'https://www.tandfonline.com/author/Dronkers%2C+Jaap'), (' Péter Róbert ', ' ELTE University and Tárki, Budapest, Hungary', 'https://www.tandfonline.com/author/R%C3%B3bert%2C+P%C3%A9ter')]",49,12,0
6,2,9,Article,237,254,,,04 Jun 2010,"['civil society', 'European integration', 'democracy', 'policy-making']",The role of civil society in European integration<br/> A framework for analysis,2,"[(' David Dunkerley ', ' School of Humanities &amp; Social Sciences, University of Glamorgan, Pontypridd, South Wales, UK', 'https://www.tandfonline.com/author/Dunkerley%2C+David'), (' Shane Fudge ', ' School of Humanities &amp; Social Sciences, University of Glamorgan, Pontypridd, South Wales, UK', 'https://www.tandfonline.com/author/Fudge%2C+Shane')]",224,11,0
6,2,10,Article,255,260,,,04 Jun 2010,[],Book reviews,0,[],10,0,0
6,3,1,editorial,263,264,,,05 Oct 2009,[],Editorial,1,"[(' Claire Wallace ', '<div class=""author-extra-info"" data-authorsinfo=\'{""id"" : ""author-comment"", ""hasFull"" : ""true""}\' tabindex=""0"">View further author information', 'https://www.tandfonline.com/author/Wallace%2C+Claire')]",10,0,0
6,3,7,review article,409,412,,,05 Oct 2009,[],Book review,1,"[(' Dr. Michael Jonas ', '<div class=""author-extra-info"" data-authorsinfo=\'{""id"" : ""author-comment"", ""hasFull"" : ""true""}\' tabindex=""0"">View further author information', 'https://www.tandfonline.com/author/Jonas%2C+Dr+Michael')]",15,0,0
6,4,1,editorial,421,421,,,18 Aug 2006,[],Editorial,0,[],21,0,0
7,1,1,editorial,1,2,,,21 Aug 2006,[],Editorial ,0,[],6,0,0
7,1,9,review article,187,193,,,21 Aug 2006,[],Book reviews,0,[],19,0,0
7,2,1,editorial,195,196,,,01 Sep 2006,[],EDITORIAL ,0,[],9,0,0
7,2,8,review article,369,375,,,01 Sep 2006,[],RECENT INTRODUCTIONS TO THE SOCIOLOGY OF THE BODY,1,"[(' Alex Dumas ', '', 'https://www.tandfonline.com/author/Dumas%2C+Alex')]",437,0,0
7,3,1,editorial,377,378,,,01 Sep 2006,[],EDITORIAL,0,[],12,0,0
7,3,2,Article,379,398,,,01 Sep 2006,"['family change', 'family policy', 'family and welfare state reform', 'demographic and social risks', 'gender and family relations', 'family in European society']",Changing family life in Europe: Significance for state and society,1,"[(' Mary Daly ', "" School of Sociology and Social Policy , Queen's University , Belfast, BT7 1NN, UK "", 'https://www.tandfonline.com/author/Daly%2C+Mary')]","2,172",33,3
7,3,3,Article,399,421,,,01 Sep 2006,"['methods', 'cross-national comparisons', 'quantitative and qualitative paradigms', 'social science', 'family and welfare', 'research and policy']",Combining methods: a key to understanding complexity in European societies?,1,"[(' Linda Hantrais ', ' Department of Politics, International Relations and European Studies , Loughborough University , Leicestershire, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Hantrais%2C+Linda')]",172,8,0
7,3,4,Article,423,450,,,01 Sep 2006,"['economic exclusion', 'multidimensionality', 'vulnerability', 'multiple disadvantage', 'latent class analysis']",Vulnerability and multiple deprivation perspectives on economic exclusion in Europe: A latent class analysis,2,"[(' Christopher T. Whelan ', ' Economic and Social Research Institute , Dublin, Ireland ', 'https://www.tandfonline.com/author/Whelan%2C+Christopher+T'), (' Bertrand Maître ', ' Economic and Social Research Institute , Dublin, Ireland ', 'https://www.tandfonline.com/author/Ma%C3%AEtre%2C+Bertrand')]",541,36,0
7,3,5,Article,451,479,,,01 Sep 2006,"['gender', 'school to work transitions', 'education', 'field of study']",Gender differentiation and early labour market integration across Europe,1,"[(' Dr Emer Smyth ', ' The Economic and Social Research Institute , 4 Burlington Road, Dublin 4, Ireland ', 'https://www.tandfonline.com/author/Smyth%2C+Emer')]",770,52,0
7,3,6,book review,481,509,,,01 Sep 2006,[],Book reviews,0,[],31,0,0
7,4,1,Article,511,511,,,20 Aug 2006,[],EDITORIAL,0,[],7,0,0
7,4,2,Article,513,546,,,20 Aug 2006,"['labour market entrants', 'school-to-work transition', 'comparative research', 'labour market entry patterns']",NEW ENTRANTS ON THE ESTONIAN LABOUR MARKET: A COMPARISON WITH THE EU COUNTRIES,1,"[(' Ellu Saar ', ' Institute for International and Social Studies , Tallinn University , Estonia blvd. 7, Tallinn, 10143, Estonia ', 'https://www.tandfonline.com/author/Saar%2C+Ellu')]",144,13,0
